project_short_title,milestone_title,task_title,task_description,task_type
Tunnel Project,Belüftungssystem-Design,Belüftungslastberechnungen,Berechnung von Frischluftrequirements und Rauchabsaugung,Task
Tunnel Project,Belüftungssystem-Design,Jet-Fan-Dimensionierung & Layout,Design von Längsbelüftungs-Jet-Fan-System,Task
Tunnel Project,Belüftungssystem-Design,Notbelüftungsszenarien,Modellierung von Brand- und Notbelüftungsstrategien,Task
Tunnel Project,Belüftungssystem-Design,CFD-Luftstromsimulation,Durchführung von Computational-Fluid-Dynamics-Analyse,Task
Tunnel Project,Ausgrabungsphase 1,TBM-Tunnelbohrung,Vortrieb der TBM durch ersten geologischen Abschnitt,Task
Tunnel Project,Ausgrabungsphase 1,Segmentring-Installation,Installation von Fertigbeton-Auskleidungssegmenten hinter TBM,Task
Tunnel Project,Ausgrabungsphase 1,Abraum-Entfernung & Entsorgung,Transport ausgehobenen Materials über Förderer zur Oberfläche,Task
Tunnel Project,Ausgrabungsphase 1,Sondierbohrung & Bodenbehandlung,Durchführung von Vorausbohrungen und Vorverpressung nach Bedarf,Task
Tunnel Project,Stützstruktur-Installation,Felsanker-Installation,Installation systematischer Felsanker-Bodenstützung,Task
Tunnel Project,Stützstruktur-Installation,Stahlrippe & Spritzbeton-Stützung,Aufbringung von Spritzbeton und Installation von Stahlrippen in schwachen Zonen,Task
Tunnel Project,Stützstruktur-Installation,Konvergenzüberwachung,Überwachung der Tunnelverformung mit Extensometern,Task
Tunnel Project,Stützstruktur-Installation,Endbetonauskleidung,Bau ortbetonierter Endbetonauskleidung,Task
Tunnel Project,Entwässerung & Abdichtung,Entwässerungsrohr-Installation,Installation von Längsentwässerungssammelsystem,Task
Tunnel Project,Entwässerung & Abdichtung,Abdichtungsmembran,Aufbringung von PVC- oder HDPE-Abdichtungsmembran,Task
Tunnel Project,Entwässerung & Abdichtung,Grundwasserpumpsystem,Installation permanenter Entwässerungs- und Pumpstationen,Task
Tunnel Project,Entwässerung & Abdichtung,Sohlbeton-Einbringung,Einbringen von Sohlplatte mit integrierten Entwässerungskanälen,Task
Tunnel Project,Endverkleidung,Endauskleidungs-Schalung,Installation fahrender Schalung für Ortbeton-Auskleidung,Task
Tunnel Project,Endverkleidung,Bewehrung & Betoneinbringung,Platzierung von Bewehrung und Einbringen von Endbetonauskleidung,Task
Tunnel Project,Endverkleidung,Oberflächenbearbeitung,Aufbringen architektonischer Oberfläche oder Schutzbeschichtung,Task
Tunnel Project,Endverkleidung,Dehnfugen-Installation,Installation von Bewegungsfugen in festgelegten Intervallen,Task
Tunnel Project,Sicherheitssysteme & Testen,Branderkennungssystem,Installation linearer Wärmedetektoren und Rauchsensoren,Task
Tunnel Project,Sicherheitssysteme & Testen,Notbeleuchtung & Beschilderung,Installation von Notfluchtbeleuchtung und Wegweisung,Task
Tunnel Project,Sicherheitssysteme & Testen,Rauchabzugstests,Inbetriebnahme und Testen von Notbelüftungssystemen,Task
Tunnel Project,Sicherheitssysteme & Testen,Vollmaßstabs-Evakuierungsübung,Durchführung von Notevakuierungsübung mit Behörden,Task
Modular Housing,Fabrikeinrichtung & Automatisierung,Produktionsstätten-Layout,Design des modularen Fertigungsstätten-Grundrisses,Task
Modular Housing,Fabrikeinrichtung & Automatisierung,Automatisierte Rahmenausrüstung,Installation automatisierter Wandpaneel-Rahmenstationen,Task
Modular Housing,Fabrikeinrichtung & Automatisierung,Brückenkran-System,Installation von Portalkränen für Modulbewegung,Task
Modular Housing,Fabrikeinrichtung & Automatisierung,Materialhandhabungs-Förderer,Einrichtung automatisierter Materiallieferungsförderer,Task
Modular Housing,Moduldesign & Prototyping,Architektonisches Moduldesign,Design standardisierter Modulkonfigurationen und Grundrisse,Task
Modular Housing,Moduldesign & Prototyping,Strukturelle Engineering-Analyse,Durchführung struktureller Analyse für Stapel- und Transportlasten,Task
Modular Housing,Moduldesign & Prototyping,Vollmaßstabs-Prototypenbau,Bau und Test eines Vollmaßstabs-Prototypmoduls,Task
Modular Housing,Moduldesign & Prototyping,Bauvorschriften-Compliance-Überprüfung,Verifizierung der Einhaltung von Wohnbauvorschriften,Documentation
Modular Housing,Optimierung des Fertigungsprozesses,Produktionslinienausgleich,Optimierung von Arbeitsstationszykluszeiten und -fluss,Task
Modular Housing,Optimierung des Fertigungsprozesses,Lean-Manufacturing-Implementierung,Anwendung von 5S- und kontinuierlichen Verbesserungsmethodiken,Task
Modular Housing,Optimierung des Fertigungsprozesses,Montagevorrichtungs-Design,Design von Präzisionsvorrichtungen für konsistente Modulbestückung,Task
Modular Housing,Optimierung des Fertigungsprozesses,Reduzierung von Montagefehlern,Behebung von Qualitätsproblemen, die Nacharbeit in Produktion verursachen,Bug
Modular Housing,Qualitätskontrollsystem,Inspektionsprüfpunkt-Protokoll,Definition von Haltepunkten und Inspektionskriterien,Documentation
Modular Housing,Qualitätskontrollsystem,Maßtoleranzen-Verifizierung,Implementierung von Lasermessung und Verifizierung,Task
Modular Housing,Qualitätskontrollsystem,MEP-Systemtests,Test aller mechanischen, elektrischen und sanitären Rohinstallationen,Task
Modular Housing,Qualitätskontrollsystem,Wetterdichtheitstests,Durchführung von Blower-Door- und Wasserdurchdringungstests,Task
Modular Housing,Logistik & Transport,Modul-Transport-Engineering,Design von Transportrahmen und Hebevorrichtungen,Task
Modular Housing,Logistik & Transport,Begleit- & Routenplanung,Planung von Schwertransportrouten und Einholung von Genehmigungen,Task
Modular Housing,Logistik & Transport,Lade- & Sicherungsverfahren,Entwicklung sicherer Lade- und Verzurrverfahren,Documentation
Modular Housing,Logistik & Transport,Liefertermin-Koordination,Koordination von Just-in-Time-Modullieferung zu Baustellen,Task
Modular Housing,Standortmontage,Standortfundamentvorbereitung,Vorbereitung ebener Fundamente und Ankerpunkte,Task
Modular Housing,Standortmontage,Kranhebung & Platzierung,Heben und Positionieren von Modulen mit Mobilkran,Task
Modular Housing,Standortmontage,Inter-Modul-Verbindung,Verbindung angrenzender Module mit Strukturbolzen,Task
Modular Housing,Standortmontage,Wetterdichtungs-Installation,Abdichtung von Modulfugen und Aufbringung von Außenverkleidung,Task
Modular Housing,Fertigstellung & Inbetriebnahme,Innenausbau-Installation,Fertigstellung von Trockenbauoberflächen und Abschlussschreinerei,Task
Modular Housing,Fertigstellung & Inbetriebnahme,Finale MEP-Verbindungen,Verbindung von Versorgungsleitungen zwischen Modulen und zu Standortdiensten,Task
Modular Housing,Fertigstellung & Inbetriebnahme,Endabnahme & Testen,Durchführung abschließender Bauinspektor-Begehung,Task
Modular Housing,Fertigstellung & Inbetriebnahme,Hausbesitzer-Dokumentationspaket,Erstellung von Garantie- und Wartungsdokumentation,Documentation
