project_short_title,milestone_title,task_title,task_description,task_type
Cyber Risk,Sanierungsfahrplan,Kontrollauswahl,Auswahl von Sicherheitskontrollen zur Adressierung identifizierter Risiken,Task
Cyber Risk,Sanierungsfahrplan,Sanierungspriorisierung,Priorisierung von Sanierungsaktivitäten nach Risikominderung,Task
Cyber Risk,Sanierungsfahrplan,Mehrjahres-Sicherheits-Roadmap,Entwicklung phasierter Sicherheitsverbesserungs-Roadmap,Documentation
Cyber Risk,Implementierung von Sicherheitskontrollen,Identity- & Access-Management,Implementierung von MFA und privilegiertem Zugriffsmanagement,Feature
Cyber Risk,Implementierung von Sicherheitskontrollen,Netzwerksegmentierung,Implementierung von Mikrosegmentierung und Zero-Trust-Architektur,Task
Cyber Risk,Implementierung von Sicherheitskontrollen,Endpoint-Detection-&-Response,Bereitstellung von EDR-Lösung über alle Endpunkte,Feature
Cyber Risk,Implementierung von Sicherheitskontrollen,Security-Information-&-Event-Management,Implementierung von SIEM und Sicherheitsüberwachung,Task
Cyber Risk,Incident-Response-Planung,Incident-Response-Team-Bildung,Einrichtung CSIRT-Team und On-Call-Rotation,Task
Cyber Risk,Incident-Response-Planung,Incident-Response-Playbooks,Entwicklung von Incident-typspezifischen Reaktions-Playbooks,Documentation
Cyber Risk,Incident-Response-Planung,Tabletop-Übung-Moderation,Moderation von Cyber-Incident-Tabletop-Übungen,Task
Cyber Risk,Incident-Response-Planung,Forensik-Fähigkeit-Setup,Etablierung digitaler Forensik- und Vorfallanalyse-Fähigkeit,Task
Cyber Risk,Compliance-Validierung,Kontrolltest-Programm,Design und Durchführung von Sicherheitskontroll-Testprogramm,Task
Cyber Risk,Compliance-Validierung,Compliance-Nachweiserfassung,Sammlung von Compliance-Nachweisen und Dokumentation,Task
Cyber Risk,Compliance-Validierung,Drittanbieter-Audit-Koordination,Koordination von SOC-2- oder ISO-27001-Audit,Task
Cyber Risk,Compliance-Validierung,Compliance-Attestationsbericht,Erstellung von Compliance-Attestation und Zertifizierung,Documentation
Data Governance,Bewertung der Datenlandschaft,Datenquellen-Inventar,Katalogisierung aller Unternehmens-Datenquellen und -systeme,Task
Data Governance,Bewertung der Datenlandschaft,Datenfluss-Mapping,Mapping von Datenflüssen zwischen Systemen und Prozessen,Task
Data Governance,Bewertung der Datenlandschaft,Datenqualitätsprofiling,Profiling von Datenqualitätsdimensionen über Quellen hinweg,Task
Data Governance,Bewertung der Datenlandschaft,Bewertungsergebnis-Bericht,Dokumentation des Datenlandschaft-Ist-Zustands,Documentation
Data Governance,Governance-Framework-Design,Betriebsmodell-Design,Definition von Data-Governance-Betriebsmodell und Rollen,Documentation
Data Governance,Governance-Framework-Design,Richtlinien- & Standards-Entwicklung,Entwicklung von Datenrichtlinien, Standards und Verfahren,Documentation
Data Governance,Governance-Framework-Design,Governance-Council-Charter,Einrichtung Data-Governance-Council und Entscheidungsrechte,Documentation
Data Governance,Governance-Framework-Design,RACI-Matrix-Entwicklung,Definition von RACI für Data-Governance-Aktivitäten,Documentation
Data Governance,Datenqualitätsregeln,Datenqualitätsdimensionen,Definition von Vollständigkeits-, Genauigkeits-, Konsistenz-, Zeitnähe-Regeln,Documentation
Data Governance,Datenqualitätsregeln,Geschäftsregeln-Definition,Dokumentation von Geschäftsregeln für kritische Datenelemente,Documentation
Data Governance,Datenqualitätsregeln,DQ-Validierungsregel-Engine,Implementierung automatisierter Datenqualitäts-Validierungsregeln,Task
Data Governance,Datenqualitätsregeln,Datenqualitäts-Scorecard,Erstellung von Datenqualitätsmetriken und Scorecard,Feature
Data Governance,Master Data Management,MDM-Strategie & Ansatz,Definition von MDM-Strategie und Implementierungsansatz,Documentation
Data Governance,Master Data Management,Golden-Record-Regeln,Definition von Matching-, Merging- und Survivorship-Regeln,Documentation
Data Governance,Master Data Management,MDM-Plattform-Implementierung,Implementierung von Informatica- oder SAP-MDM-Plattform,Task
Data Governance,Master Data Management,Kunden-Master-Data-Harmonisierung,Erstellung einzelnen Kunden-Golden-Records,Task
Data Governance,Metadaten-Management,Geschäftsglossar-Entwicklung,Erstellung Unternehmens-Geschäftsglossar und Definitionen,Documentation
Data Governance,Metadaten-Management,Technisches-Metadaten-Harvesting,Harvesting technischer Metadaten aus Quellsystemen,Task
Data Governance,Metadaten-Management,Metadaten-Repository-Setup,Implementierung von Collibra- oder Alation-Metadatenplattform,Task
Data Governance,Metadaten-Management,Lineage-Mapping,Dokumentation durchgängiger Datenlineage für kritische Daten,Task
Data Governance,Datenkatalog-Implementierung,Katalog-Plattform-Bereitstellung,Bereitstellung und Konfiguration von Datenkatalog-Plattform,Task
Data Governance,Datenkatalog-Implementierung,Asset-Registrierung & Tagging,Registrierung von Daten-Assets und Anbringung von Governance-Tags,Task
Data Governance,Datenkatalog-Implementierung,Such- & Discovery-Optimierung,Optimierung von Katalogsuche und Discovery-Funktionen,Task
Data Governance,Datenkatalog-Implementierung,Benutzerzugriff & Berechtigungen,Konfiguration rollenbasierter Zugriff auf Katalog,Task
Data Governance,Stewardship-Schulung,Data-Steward-Rollendefinition,Definition von Data-Steward-Rollen und Verantwortlichkeiten,Documentation
Data Governance,Stewardship-Schulung,Steward-Onboarding-Programm,Onboarding und Training ernannter Data Stewards,Task
Data Governance,Stewardship-Schulung,Stewardship-Toolkit,Entwicklung von Data-Stewardship-Tools und Vorlagen,Documentation
Data Governance,Stewardship-Schulung,Stewardship-Community-Building,Moderation von Data-Steward-Community of Practice,Task
Data Governance,Überwachung & Berichterstattung,Governance-Metriken-Framework,Definition von Data-Governance-KPIs und Metriken,Documentation
Data Governance,Überwachung & Berichterstattung,Automatisierte Berichterstattung,Aufbau automatisierter Governance-Dashboards und Berichte,Task
Data Governance,Überwachung & Berichterstattung,Reifegradassessment,Durchführung periodischer Data-Governance-Reifegradassessments,Task
Data Governance,Überwachung & Berichterstattung,Executive-Reporting,Erstellung Executive-Summary von Governance-Fortschritt,Documentation
