project_short_title,milestone_title,task_title,task_description,task_type
Product PLM,Anpassung & Konfiguration,Lebenszyklus- & Zugriffskontrolle,Konfiguration von Produktlebenszyklusstatus und Zugriffsregeln,Task
Product PLM,Anpassung & Konfiguration,Kundenspezifische Entwicklung,Entwicklung kundenspezifischer Erweiterungen und Integrationen,Task
Product PLM,Integration mit CAD/CAM-Systemen,CAD-Integration,Integration mit CATIA, NX oder SolidWorks,Task
Product PLM,Integration mit CAD/CAM-Systemen,CAM-Integration,Integration mit Mastercam oder NX CAM,Task
Product PLM,Integration mit CAD/CAM-Systemen,Visualisierungs-Integration,Implementierung leichtgewichtiger 3D-Visualisierung,Feature
Product PLM,Integration mit CAD/CAM-Systemen,Behebung CAD-Check-in-Fehler,Lösung von Fehlern im CAD-Datei-Check-in-Prozess,Bug
Product PLM,User Acceptance Testing,Testfall-Entwicklung,Entwicklung umfassender UAT-Testfälle,Documentation
Product PLM,User Acceptance Testing,UAT-Durchführung,Durchführung Benutzerakzeptanztests mit Ingenieuren,Task
Product PLM,User Acceptance Testing,Problemlösung,Lösung von UAT-Defekten und Konfigurationsproblemen,Bug
Product PLM,User Acceptance Testing,UAT-Abnahme,Erlangung von Business-Abnahme für Produktions-Go-Live,Documentation
Product PLM,Rollout & Change Management,Schulungsprogramm-Entwicklung,Entwicklung rollenbasiertes PLM-Schulungs-Curriculum,Documentation
Product PLM,Rollout & Change Management,End-User-Schulung,Schulung von Ingenieuren und Produktmanagern zu PLM,Task
Product PLM,Rollout & Change Management,Change-Kommunikation,Durchführung Change-Management-Kommunikationsplan,Task
Product PLM,Rollout & Change Management,Produktions-Go-Live,Durchführung Produktionsumstellung und Go-Live,Task
