project_short_title,milestone_title,task_title,task_description,task_type
Trade Finance,Banknetzwerkintegration,Grenzüberschreitende-Zahlungsschienen,Integration mit grenzüberschreitenden Zahlungsnetzwerken,Task
Trade Finance,Plattformtests,End-to-End-Transaktions-Testing,Durchführung vollständiger Handelsfinanzierungs-Transaktionsabläufe,Task
Trade Finance,Plattformtests,Multi-Party-Testing,Test von Workflows mit mehreren Banken und Parteien,Task
Trade Finance,Plattformtests,Performance- & Last-Testing,Durchführung von Plattform-Performance- und Skalierbarkeitstests,Task
Trade Finance,Plattformtests,Behebung Dokument-Upload-Fehler,Behebung von Problemen mit großen Dokumentuploads,Bug
Open Banking,API-Sicherheits-Framework,OAuth-2.0-Implementierung,Implementierung OAuth-2.0-Autorisierungs-Framework,Task
Open Banking,API-Sicherheits-Framework,API-Sicherheitsstandards,Definition von API-Sicherheitsrichtlinien und Standards,Documentation
Open Banking,API-Sicherheits-Framework,Bedrohungsmodellierung,Durchführung API-Bedrohungsmodellierung und Risikobewertung,Task
Open Banking,API-Sicherheits-Framework,Penetrationstests,Durchführung API-Sicherheits-Penetrationstests,Task
Open Banking,Authentifizierung & Autorisierung,Strong-Customer-Authentication,Implementierung SCA für Zahlungsinitiierung,Feature
Open Banking,Authentifizierung & Autorisierung,Einwilligungs-Management,Aufbau granularer Einwilligungserfassung und -verwaltung,Task
Open Banking,Authentifizierung & Autorisierung,Token-Management,Implementierung sicherer Token-Generierung und -Erneuerung,Task
Open Banking,Authentifizierung & Autorisierung,Betrugserkennungs-Integration,Integration von Betrugserkennung in Authentifizierungs-Flow,Task
Open Banking,Kontoinformations-APIs,Kontolisten-API,Entwicklung API zum Abrufen von Kundenkontolisten,Feature
Open Banking,Kontoinformations-APIs,Saldenabfrage-API,Aufbau Echtzeit-Saldenabfrage-API,Feature
Open Banking,Kontoinformations-APIs,Transaktionshistorie-API,Implementierung Transaktionshistorie-Abruf-API,Feature
Open Banking,Kontoinformations-APIs,Dauerauftrag- & Lastschrift-APIs,Freigabe wiederkehrender Zahlungsinformations-APIs,Feature
Open Banking,Zahlungsinitiierungs-APIs,Einzelsofortzahlungs-API,Entwicklung Sofortzahlungs-Initiierungs-API,Feature
Open Banking,Zahlungsinitiierungs-APIs,Massenzahlungs-API,Aufbau Massenzahlungs-Initiierungsfähigkeit,Feature
Open Banking,Zahlungsinitiierungs-APIs,Zahlungsstatus-API,Implementierung Zahlungsstatus-Verfolgungs-API,Feature
Open Banking,Zahlungsinitiierungs-APIs,Rückerstattungsverarbeitungs-API,Entwicklung Zahlungsrückerstattungs- und Storno-APIs,Feature
Open Banking,Entwicklerportal,API-Dokumentation,Erstellung umfassender API-Dokumentation,Documentation
Open Banking,Entwicklerportal,Interaktive API-Konsole,Aufbau API-Sandbox und Testing-Umgebung,Feature
Open Banking,Entwicklerportal,Code-Beispiele & SDKs,Entwicklung von SDKs in Python, Java, Node.js und .NET,Task
Open Banking,Entwicklerportal,Entwickler-Support-Forum,Start von Entwickler-Community und Support-Forum,Task
Open Banking,Drittanbieter-Partner-Onboarding,TPP-Registrierungsprozess,Design von Drittanbieter-Provider-Registrierungs-Workflow,Task
Open Banking,Drittanbieter-Partner-Onboarding,Zertifikat-Management,Implementierung eIDAS-Zertifikatsvalidierung,Task
Open Banking,Drittanbieter-Partner-Onboarding,Onboarding-Dokumentation,Erstellung TPP-Onboarding-Leitfäden und Materialien,Documentation
Open Banking,Drittanbieter-Partner-Onboarding,Sandbox-Testing,Bereitstellung Sandbox-Umgebung für TPP-Testing,Task
Open Banking,Überwachung & Analyse,API-Nutzungs-Analytik,Aufbau API-Nutzungs-Dashboards und Analytik,Feature
Open Banking,Überwachung & Analyse,Performance-Monitoring,Überwachung API-Latenz und Verfügbarkeits-SLAs,Task
Open Banking,Überwachung & Analyse,Anomalie-Erkennung,Implementierung API-Nutzungs-Anomalie-Erkennung,Feature
Open Banking,Überwachung & Analyse,Regulatorische Berichterstattung,Generierung regulatorischer Berichte zu API-Nutzung,Documentation
