project_short_title,milestone_title,task_title,task_description,task_type
Patient Portal,Gesundheitsmetriken-Tracking,Vitalzeichen-Eingabe,Ermöglichung Patienten-Selbsteingabe von Vitalzeichen,Feature
Patient Portal,Gesundheitsmetriken-Tracking,Wearable-Device-Integration,Integration von Daten aus Fitness-Trackern und Wearables,Feature
Patient Portal,Gesundheitsmetriken-Tracking,Gesundheitsziel-Setzung,Ermöglichung für Patienten Gesundheitsziele zu setzen und zu verfolgen,Feature
Patient Portal,Gesundheitsmetriken-Tracking,Fortschrittsvisualisierung,Visualisierung von Gesundheitsmetriken über Zeit,Task
Patient Portal,Medikamentenerinnerungen,Medikamentenlisten-Verwaltung,Ermöglichung für Patienten Medikamentenlisten zu verwalten,Task
Patient Portal,Medikamentenerinnerungen,Dosis-Erinnerungs-Benachrichtigungen,Versand von Medikamentenerinnerungs-Push-Benachrichtigungen,Feature
Patient Portal,Medikamentenerinnerungen,Nachfüllungsanfragen,Ermöglichung von Online-Rezeptnachfüllungsanfragen,Feature
Patient Portal,Medikamentenerinnerungen,Adhärenz-Tracking,Verfolgung und Berichterstattung von Medikamenten-Adhärenz,Feature
Patient Portal,Sichere Nachrichtenübermittlung,Patienten-Anbieter-Messaging,Implementierung HIPAA-konformer sicherer Nachrichtenübermittlung,Feature
Patient Portal,Sichere Nachrichtenübermittlung,Nachrichtenrouting,Weiterleitung von Nachrichten an geeignete Pflegeteammitglieder,Task
Patient Portal,Sichere Nachrichtenübermittlung,Anhang-Unterstützung,Unterstützung sicherer Freigabe von Bildern und Dokumenten,Task
Patient Portal,Sichere Nachrichtenübermittlung,Antwortzeit-Tracking,Verfolgung und Berichterstattung von Anbieter-Antwortzeiten,Task
Patient Portal,Mobile-App-Entwicklung,iOS-App-Entwicklung,Entwicklung nativer iOS-Mobile-Anwendung,Feature
Patient Portal,Mobile-App-Entwicklung,Android-App-Entwicklung,Entwicklung nativer Android-Mobile-Anwendung,Feature
Patient Portal,Mobile-App-Entwicklung,Push-Benachrichtigungen,Implementierung Push-Benachrichtigungsfähigkeit,Feature
Patient Portal,Mobile-App-Entwicklung,Biometrische Authentifizierung,Unterstützung Touch-ID- und Face-ID-Authentifizierung,Feature
