project_short_title,milestone_title,task_title,task_description,task_type
Border Ctrl,Mobile Inspektionseinheiten,Mobile-Gerätebeschaffung,Beschaffung robuster Tablets für mobile Beamte,Task
Border Ctrl,Mobile Inspektionseinheiten,Mobile-Anwendungsentwicklung,Entwicklung mobiler Inspektionsbeamten-Anwendung,Feature
Border Ctrl,Mobile Inspektionseinheiten,Offline-Funktionalität,Ermöglichung von Offline-Betrieb an abgelegenen Grenzstandorten,Feature
Border Ctrl,Mobile Inspektionseinheiten,Kennzeichenerkennung,Integration mobiler ALPR für Fahrzeug-Screening,Feature
Border Ctrl,Schulungsprogramm,Operator-Schulungscurriculum,Entwicklung umfassenden Operator-Schulungsprogramms,Documentation
Border Ctrl,Schulungsprogramm,Systemschulungsdurchführung,Schulung von Grenzkontrollbeamten auf neuen Systemen,Task
Border Ctrl,Schulungsprogramm,Szenariobasierte Übungen,Durchführung szenariobasierter Schulungsübungen,Task
Border Ctrl,Schulungsprogramm,Zertifizierungstests,Durchführung von Operator-Kompetenzzertifizierung,Task
Border Ctrl,Flughafen-Einführung,Flughafen-Standortvorbereitung,Vorbereitung von Installationsstandorten an internationalen Terminals,Task
Border Ctrl,Flughafen-Einführung,Systeminstallation,Installation von E-Gates und biometrischen Systemen an Flughäfen,Task
Border Ctrl,Flughafen-Einführung,Integrationstests,Test der Integration mit Flughafen- und Fluggesellschaftssystemen,Task
Border Ctrl,Flughafen-Einführung,Phasenweiser Flughafen-Rollout,Rollout zu Flughäfen in Phasen beginnend mit verkehrsreichsten,Task
Open Data,Datenkatalog-Entwicklung,Datenbestand-Inventar,Inventarisierung von Behördendatensätzen über alle Behörden hinweg,Task
Open Data,Datenkatalog-Entwicklung,Metadaten-Standards,Definition von Metadatenstandards für Datensatz-Dokumentation,Documentation
Open Data,Datenkatalog-Entwicklung,Katalogplattform-Auswahl,Auswahl und Implementierung einer Open-Data-Katalogplattform,Task
Open Data,Datenkatalog-Entwicklung,Datensatzregistrierung,Registrierung und Dokumentation von Datensätzen im Katalog,Task
Open Data,API-Framework,API-Design-Standards,Definition von RESTful-API-Design-Standards und Richtlinien,Documentation
Open Data,API-Framework,API-Gateway-Einführung,Einsatz eines API-Gateways für Rate-Limiting und Sicherheit,Task
Open Data,API-Framework,Datensatz-APIs,Bereitstellung prioritärer Datensätze über gut dokumentierte APIs,Feature
Open Data,API-Framework,API-Entwicklerportal,Aufbau eines Entwicklerportals mit API-Dokumentation,Task
Open Data,Datenqualitätsbewertung,Datenqualitäts-Profiling,Profiling der Datenqualität über Behördendatensätze hinweg,Task
Open Data,Datenqualitätsbewertung,Qualitätsbewertung,Bewertung von Datensätzen auf Vollständigkeit, Genauigkeit und Aktualität,Task
Open Data,Datenqualitätsbewertung,Datenbereinigung,Bereinigung und Verbesserung der Datenqualität für Veröffentlichung,Task
Open Data,Datenqualitätsbewertung,Qualitätsmetadaten,Veröffentlichung von Datenqualitätsmetadaten mit Datensätzen,Documentation
Open Data,Anonymisierung & Datenschutz,Datenschutzrisikobewertung,Bewertung von Re-Identifikationsrisiken in Datensätzen,Task
Open Data,Anonymisierung & Datenschutz,De-Identifikationstechniken,Anwendung von k-Anonymität und differentieller Datenschutztechniken,Task
Open Data,Anonymisierung & Datenschutz,Datenschutz-Review-Prozess,Etablierung eines Datenschutz-Review-Prozesses für Datensatzfreigaben,Documentation
Open Data,Anonymisierung & Datenschutz,Anonymisierungstools,Entwicklung automatisierter Anonymisierungstools und Skripte,Task
Open Data,Visualisierungstools,Datenvisualisierungs-Plattform,Implementierung von Datenvisualisierungs- und Erkundungstools,Task
Open Data,Visualisierungstools,Interaktive Dashboards,Aufbau vorkonfigurierter Dashboards für gängige Datensätze,Feature
Open Data,Visualisierungstools,Einbettungs-Code-Generierung,Ermöglichung der Einbettung von Diagrammen in externe Websites,Feature
Open Data,Visualisierungstools,Mobiler Daten-Browser,Optimierung des Daten-Browsings für Mobilgeräte,Task
Open Data,Entwickler-Community,Entwickler-Engagement,Engagement der Entwickler-Community durch Hackathons,Task
Open Data,Entwickler-Community,API-Support-Forum,Start eines Entwickler-Support-Forums und Dokumentation,Task
Open Data,Entwickler-Community,App-Showcase,Präsentation von Anwendungen die mit Open Data erstellt wurden,Feature
Open Data,Entwickler-Community,Partnerschaftsprogramm,Etablierung von Partnerschaften mit Civic-Tech-Organisationen,Task
Open Data,Öffentliche Startkampagne,Open-Data-Policy,Veröffentlichung formaler Open-Data-Policy und Prinzipien,Documentation
Open Data,Öffentliche Startkampagne,Portal-Launch-Event,Ausrichtung öffentliches Launch-Event und Medienarbeit,Task
Open Data,Öffentliche Startkampagne,Bürgerengagement,Durchführung von Bürgerengagement zur Identifizierung prioritärer Datensätze,Task
Open Data,Öffentliche Startkampagne,Nutzungsanalyse,Implementierung von Analysen zur Verfolgung von Datensatz-Downloads und API-Nutzung,Task
